1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;6;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
7;7;0;0;2;2;0;0;2;2;0;0;2;2;0;0;2;2
8;8;0;0;3;3;0;0;3;3;0;0;3;3;0;0;3;3
9;9;0;0;4;3;0;0;4;3;0;0;4;2;0;0;4;2
10;10;0;0;5;4;0;0;5;4;0;0;2;3;0;0;2;3
11;11;0;0;5;5;0;0;5;5;0;1;5;5;0;1;5;5
12;12;0;0;4;4;0;0;4;4;0;2;4;4;0;2;4;4
13;13;0;0;5;5;0;0;5;5;0;3;3;5;0;3;3;5
14;14;0;0;4;4;0;0;4;4;0;3;4;3;0;3;4;3
15;15;0;0;5;5;0;0;5;5;0;5;2;5;0;5;2;5
16;16;0;0;5;5;0;0;5;5;0;6;2;5;0;6;2;5
17;17;0;0;5;5;0;0;5;5;0;6;2;5;0;6;2;5
18;18;0;0;5;4;0;0;5;4;0;8;4;4;0;8;4;4
19;19;0;0;5;5;0;0;5;5;0;9;3;5;0;9;3;5
20;20;0;0;5;5;0;0;5;5;0;10;3;5;0;10;3;5
21;21;0;1;4;5;0;1;4;5;0;11;2;5;0;11;2;5
22;22;0;2;3;5;0;2;3;5;0;12;1;5;0;12;1;5
23;23;0;3;5;5;0;3;5;5;0;13;3;5;0;13;3;5
24;24;0;4;3;5;0;4;3;5;0;14;0;5;0;14;0;5
25;25;0;5;3;5;0;5;3;5;0;15;1;5;0;15;1;5
26;26;0;6;3;5;0;6;3;5;0;16;1;5;0;16;1;5
27;27;0;7;2;5;0;7;2;5;0;17;1;5;0;17;1;5
28;28;0;7;3;5;0;7;3;5;0;17;0;5;0;17;0;5
29;29;0;9;4;5;0;9;4;5;0;19;4;5;0;19;4;5
30;30;0;10;4;5;0;10;4;5;0;20;3;5;0;20;3;5
