1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;6;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1
7;7;0;0;2;2;0;0;2;2;0;0;2;2;0;0;2;2
8;8;0;0;3;3;0;0;3;3;0;0;1;3;0;0;1;3
9;9;0;0;4;4;0;0;4;4;0;0;4;4;0;0;4;4
10;10;0;0;5;4;0;0;5;4;0;0;5;4;0;0;5;4
11;11;0;0;6;4;0;0;6;4;0;0;4;4;0;0;4;4
12;12;0;0;7;7;0;0;7;7;0;0;4;5;0;0;4;5
13;13;0;0;8;8;0;0;8;8;0;0;5;8;0;0;5;8
14;14;0;0;9;9;0;0;9;9;0;0;6;9;0;0;6;9
15;15;0;0;10;10;0;0;10;10;0;0;7;10;0;0;7;10
16;16;0;0;9;11;0;0;9;11;0;0;6;11;0;0;6;11
17;17;0;0;12;11;0;0;12;11;0;0;11;11;0;0;11;11
18;18;0;0;13;13;0;0;13;13;0;0;12;13;0;0;12;13
19;19;0;0;14;12;0;0;14;12;0;0;14;11;0;0;14;11
20;20;0;0;9;14;0;0;9;14;0;0;6;14;0;0;6;14
21;21;0;0;16;13;0;0;16;13;0;0;15;12;0;0;15;12
22;22;0;0;17;15;0;0;17;15;0;0;10;15;0;0;10;15
23;23;0;0;17;16;0;0;17;16;0;0;17;16;0;0;17;16
24;24;0;0;17;18;0;0;17;18;0;0;6;15;0;0;6;15
25;25;0;0;19;19;0;0;19;19;0;0;12;19;0;0;12;19
26;26;0;0;21;18;0;0;21;18;0;0;21;18;0;0;21;18
27;27;0;0;21;20;0;0;21;20;0;0;12;20;0;0;12;20
28;28;0;0;22;23;0;0;22;23;0;0;6;23;0;0;6;23
29;29;0;0;11;24;0;0;11;24;0;0;11;24;0;0;11;24
30;30;0;0;25;25;0;0;25;25;0;0;22;25;0;0;22;25
