1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;6;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
7;7;0;2;0;0;0;2;0;0;0;2;0;0;0;2;0;0
8;8;0;0;0;1;0;0;0;1;0;2;0;0;0;2;0;0
9;9;0;0;0;1;0;0;0;1;0;1;0;3;0;1;0;3
10;10;0;1;0;1;0;1;0;1;0;2;0;1;0;2;0;1
11;11;0;1;0;1;0;1;0;1;0;3;0;3;0;3;0;3
12;12;0;3;0;2;0;3;0;2;0;3;0;2;0;3;0;2
13;13;0;5;0;0;0;5;0;0;0;6;0;2;0;6;0;2
14;14;0;5;0;0;0;5;0;0;0;7;0;1;0;7;0;1
15;15;0;5;0;2;0;5;0;2;0;6;0;1;0;6;0;1
16;16;0;5;0;2;0;5;0;2;0;7;0;3;0;7;0;3
17;17;0;6;0;1;0;6;0;1;0;10;0;1;0;10;0;1
18;18;0;6;0;1;0;6;0;1;0;8;0;2;0;8;0;2
19;19;0;9;0;3;0;9;0;3;0;11;0;3;0;11;0;3
20;20;0;9;0;1;0;9;0;1;0;12;0;3;0;12;0;3
21;21;0;6;0;3;0;6;0;3;0;11;0;4;0;11;0;4
22;22;0;8;0;4;0;8;0;4;0;11;0;3;0;11;0;3
23;23;0;7;0;3;0;7;0;3;0;10;0;5;0;10;0;5
24;24;0;13;0;1;0;13;0;1;0;17;0;2;0;17;0;2
25;25;0;10;0;3;0;10;0;3;0;16;0;4;0;16;0;4
26;26;0;12;0;1;0;12;0;1;0;18;0;2;0;18;0;2
27;27;0;12;0;4;0;12;0;4;0;17;0;5;0;17;0;5
28;28;0;14;0;5;0;14;0;5;0;18;0;5;0;18;0;5
29;29;0;16;0;3;0;16;0;3;0;20;0;4;0;20;0;4
30;30;0;16;0;3;0;16;0;3;0;22;0;3;0;22;0;3
