1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;6;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1
7;7;0;0;2;2;0;0;2;2;0;0;1;2;0;0;1;2
8;8;0;0;3;3;0;0;3;3;0;0;3;3;0;0;3;3
9;9;0;0;4;3;0;0;4;3;0;0;3;3;0;0;3;3
10;10;0;0;4;5;0;0;4;5;0;0;4;5;0;0;4;5
11;11;0;0;6;6;0;0;6;6;0;0;6;5;0;0;6;5
12;12;0;0;6;7;0;0;6;7;0;0;0;5;0;0;0;5
13;13;0;0;8;8;0;0;8;8;0;0;7;8;0;0;7;8
14;14;0;0;9;9;0;0;9;9;0;0;9;9;0;0;9;9
15;15;0;0;10;10;0;0;10;10;0;0;10;10;0;0;10;10
16;16;0;0;11;9;0;0;11;9;0;0;8;9;0;0;8;9
17;17;0;0;12;12;0;0;12;12;0;0;7;12;0;0;7;12
18;18;0;0;10;13;0;0;10;13;0;0;7;13;0;0;7;13
19;19;0;0;14;12;0;0;14;12;0;0;14;10;0;0;14;10
20;20;0;0;15;15;0;0;15;15;0;0;15;15;0;0;15;15
21;21;0;0;15;10;0;0;15;10;0;0;13;10;0;0;13;10
22;22;0;0;17;17;0;0;17;17;0;0;14;17;0;0;14;17
23;23;0;0;16;17;0;0;16;17;0;0;13;17;0;0;13;17
24;24;0;0;19;19;0;0;19;19;0;0;19;19;0;0;19;19
25;25;0;0;20;17;0;0;20;17;0;0;20;12;0;0;20;12
26;26;0;0;20;19;0;0;20;19;0;0;16;19;0;0;16;19
27;27;0;0;22;19;0;0;22;19;0;0;19;19;0;0;19;19
28;28;0;0;17;22;0;0;17;22;0;0;15;22;0;0;15;22
29;29;0;0;24;24;0;0;24;24;0;0;24;24;0;0;24;24
30;30;0;0;19;25;0;0;19;25;0;0;18;15;0;0;18;15
