62;62;39;49;4;5;39;49;4;5;0;49;0;5;0;49;0;5
63;63;47;52;4;4;47;52;4;4;0;37;0;2;0;37;0;2
64;64;54;51;4;4;54;51;4;4;0;49;0;4;0;49;0;4
65;65;45;53;3;4;45;53;3;4;0;53;0;4;0;53;0;4
66;66;55;53;5;4;55;53;5;4;0;50;0;4;0;50;0;4
67;67;48;56;3;5;48;56;3;5;0;50;0;2;0;50;0;2
68;68;57;57;5;5;57;57;5;5;0;57;0;5;0;57;0;5
69;69;55;59;3;4;55;59;3;4;0;55;0;4;0;55;0;4
70;70;60;59;5;5;60;59;5;5;0;46;0;3;0;46;0;3
71;71;45;52;3;4;45;52;3;4;0;39;0;2;0;39;0;2
72;72;60;53;3;2;60;53;3;2;0;53;0;2;0;53;0;2
73;73;59;61;4;4;59;61;4;4;0;61;0;4;0;61;0;4
74;74;35;59;2;4;35;59;2;4;0;57;0;4;0;57;0;4
75;75;65;58;4;3;65;58;4;3;0;58;0;3;0;58;0;3
76;76;63;66;4;5;63;66;4;5;0;66;0;5;0;66;0;5
77;77;65;64;4;5;65;64;4;5;0;64;0;5;0;64;0;5
78;78;61;69;4;4;61;69;4;4;0;69;0;4;0;69;0;4
79;79;68;70;4;4;68;70;4;4;0;70;0;4;0;70;0;4
80;80;70;68;5;5;70;68;5;5;0;68;0;5;0;68;0;5
81;81;62;69;5;5;62;69;5;5;0;69;0;5;0;69;0;5
82;82;61;65;4;4;61;65;4;4;0;57;0;3;0;57;0;3
83;83;72;72;4;5;72;72;4;5;0;63;0;4;0;63;0;4
84;84;72;73;3;2;72;73;3;2;0;73;0;2;0;73;0;2
85;85;72;73;4;3;72;73;4;3;0;73;0;3;0;73;0;3
86;86;72;77;4;4;72;77;4;4;0;77;0;4;0;77;0;4
87;87;67;74;5;5;67;74;5;5;0;74;0;5;0;74;0;5
88;88;72;78;5;5;72;78;5;5;0;74;0;5;0;74;0;5
89;89;66;71;5;5;66;71;5;5;0;71;0;5;0;71;0;5
90;90;79;75;4;4;79;75;4;4;0;73;0;4;0;73;0;4
91;91;82;82;4;4;82;82;4;4;0;80;0;4;0;80;0;4
92;92;81;79;5;4;81;79;5;4;0;70;0;4;0;70;0;4
93;93;84;84;3;3;84;84;3;3;0;84;0;3;0;84;0;3
94;94;78;84;3;3;78;84;3;3;0;82;0;3;0;82;0;3
95;95;83;83;5;5;83;83;5;5;0;83;0;5;0;83;0;5
96;96;79;83;2;3;79;83;2;3;0;83;0;3;0;83;0;3
97;97;77;87;5;5;77;87;5;5;0;87;0;5;0;87;0;5
98;98;85;88;5;5;85;88;5;5;0;80;0;5;0;80;0;5
99;99;47;89;3;4;47;89;3;4;0;76;0;3;0;76;0;3
100;100;82;90;4;4;82;90;4;4;0;90;0;4;0;90;0;4
