1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;6;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
7;7;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;2
8;8;0;0;1;1;0;0;1;1;0;0;3;3;0;0;3;3
9;9;0;0;0;2;0;0;0;2;0;0;2;3;0;0;2;3
10;10;0;0;2;2;0;0;2;2;0;0;5;5;0;0;5;5
11;11;0;0;0;2;0;0;0;2;0;0;4;6;0;0;4;6
12;12;0;0;3;3;0;0;3;3;0;0;7;7;0;0;7;7
13;13;0;0;5;5;0;0;5;5;0;0;8;7;0;0;8;7
14;14;0;0;6;6;0;0;6;6;0;0;9;9;0;0;9;9
15;15;0;0;8;8;0;0;8;8;0;0;10;10;0;0;10;10
16;16;0;0;3;8;0;0;3;8;0;0;6;11;0;0;6;11
17;17;0;0;0;7;0;0;0;7;0;0;5;11;0;0;5;11
18;18;0;0;7;10;0;0;7;10;0;0;10;12;0;0;10;12
19;19;0;0;8;9;0;0;8;9;0;0;13;14;0;0;13;14
20;20;0;0;10;10;0;0;10;10;0;0;14;14;0;0;14;14
21;21;0;0;10;8;0;0;10;8;0;0;15;13;0;0;15;13
22;22;0;0;10;12;0;0;10;12;0;0;14;16;0;0;14;16
23;23;0;0;8;14;0;0;8;14;0;0;12;18;0;0;12;18
24;24;0;0;5;12;0;0;5;12;0;0;10;17;0;0;10;17
25;25;0;0;14;14;0;0;14;14;0;0;20;17;0;0;20;17
26;26;0;0;10;14;0;0;10;14;0;0;16;14;0;0;16;14
27;27;0;0;10;14;0;0;10;14;0;0;18;21;0;0;18;21
28;28;0;0;1;17;0;0;1;17;0;0;7;23;0;0;7;23
29;29;0;0;18;19;0;0;18;19;0;0;23;24;0;0;23;24
30;30;0;0;12;17;0;0;12;17;0;0;20;22;0;0;20;22
