1;0;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0;0;0;0
5;0;0;0;0;0;0;0;0;0;0;0;0
6;0;0;1;1;0;1;0;0;1;1;0;1
7;0;0;0;1;0;0;0;0;1;2;0;1
8;0;0;0;1;0;0;0;0;1;2;0;1
9;0;0;1;1;0;1;0;0;4;4;0;4
10;0;0;1;1;0;1;0;0;5;5;0;5
11;0;0;1;2;0;1;0;1;3;5;0;3
12;0;0;1;2;0;1;0;2;4;5;0;4
13;0;0;1;2;0;1;0;3;3;5;0;3
14;0;0;2;3;0;2;0;4;4;5;0;4
15;0;0;4;4;0;4;0;4;3;5;0;3
16;0;0;3;3;0;3;0;5;2;5;0;2
17;0;0;4;4;0;4;0;6;1;5;0;1
18;0;0;4;4;0;4;0;7;5;5;0;5
19;0;0;4;4;0;4;0;8;2;5;0;2
20;0;0;5;5;0;5;0;8;1;5;0;1
21;0;1;4;5;0;4;0;10;2;5;0;2
22;0;2;5;5;0;5;0;12;4;5;0;4
23;0;3;4;5;0;4;0;10;3;4;0;2
24;0;4;3;5;0;3;0;13;2;5;0;2
25;0;5;4;4;0;3;0;15;4;4;0;3
26;0;6;3;5;0;3;0;16;2;5;0;2
27;0;7;4;5;0;4;0;17;3;5;0;3
28;0;6;5;5;0;5;0;13;2;5;0;2
29;0;9;4;5;0;4;0;16;4;4;0;3
30;0;10;3;5;0;3;0;20;2;5;0;2
