1;0;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0;0;0;0
5;0;0;0;0;0;0;0;0;0;0;0;0
6;0;0;1;1;0;1;0;0;0;1;0;0
7;0;0;2;2;0;2;0;0;0;2;0;0
8;0;0;1;3;0;1;0;0;0;3;0;0
9;0;0;4;4;0;4;0;0;4;4;0;4
10;0;0;3;5;0;3;0;0;2;5;0;2
11;0;0;4;6;0;4;0;0;4;6;0;4
12;0;0;6;6;0;5;0;0;4;6;0;4
13;0;0;8;7;0;7;0;0;7;4;0;3
14;0;0;9;7;0;7;0;0;3;3;0;0
15;0;0;10;10;0;10;0;0;9;10;0;9
16;0;0;6;11;0;6;0;0;5;11;0;5
17;0;0;11;11;0;10;0;0;9;11;0;9
18;0;0;11;12;0;10;0;0;11;12;0;10
19;0;0;14;12;0;12;0;0;14;12;0;12
20;0;0;14;13;0;12;0;0;14;12;0;11
21;0;0;14;15;0;13;0;0;14;15;0;13
22;0;0;17;16;0;16;0;0;12;16;0;11
23;0;0;18;16;0;16;0;0;18;14;0;14
24;0;0;19;18;0;18;0;0;11;18;0;11
25;0;0;18;20;0;18;0;0;16;20;0;16
26;0;0;20;21;0;20;0;0;16;16;0;13
27;0;0;18;21;0;17;0;0;13;21;0;13
28;0;0;22;23;0;22;0;0;22;22;0;21
29;0;0;19;23;0;18;0;0;19;22;0;17
30;0;0;24;25;0;24;0;0;20;25;0;20
