1;0;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0;0;0;0
5;0;0;0;0;0;0;0;0;0;0;0;0
6;0;0;0;0;0;0;0;0;0;1;0;0
7;0;0;0;0;0;0;0;0;2;2;0;2
8;0;0;0;2;0;0;0;0;0;3;0;0
9;0;0;2;2;0;2;0;0;4;4;0;4
10;0;0;2;3;0;2;0;0;4;4;0;3
11;0;0;3;4;0;3;0;0;5;6;0;5
12;0;0;3;2;0;1;0;0;6;5;0;4
13;0;0;5;5;0;5;0;0;8;8;0;8
14;0;0;4;4;0;4;0;0;9;8;0;8
15;0;0;3;7;0;3;0;0;6;10;0;6
16;0;0;6;6;0;6;0;0;11;10;0;10
17;0;0;2;7;0;2;0;0;6;11;0;6
18;0;0;6;5;0;5;0;0;13;12;0;12
19;0;0;6;6;0;3;0;0;11;11;0;8
20;0;0;0;10;0;0;0;0;5;15;0;5
21;0;0;0;10;0;0;0;0;5;15;0;5
22;0;0;13;13;0;13;0;0;17;17;0;17
23;0;0;9;12;0;8;0;0;14;15;0;12
24;0;0;4;15;0;4;0;0;8;19;0;8
25;0;0;14;15;0;14;0;0;19;20;0;19
26;0;0;8;16;0;8;0;0;13;20;0;12
27;0;0;1;17;0;1;0;0;6;22;0;6
28;0;0;16;16;0;16;0;0;23;20;0;20
29;0;0;18;19;0;18;0;0;23;24;0;23
30;0;0;10;16;0;7;0;0;16;19;0;11
